Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
iam_rotate_access_key_90_days,,70,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client=boto3.client('iam'),"list_users(), get_access_key_last_used(AccessKeyId='...')",YES,Serves 70 compliance requirements across 25 frameworks
iam_securityaudit_role_created,,6,"ens_rd2022_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_roles(), list_attached_role_policies()",YES,Serves 6 compliance requirements across 4 frameworks
iam_support_role_created,,13,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, gdpr_aws, cis_1.5_aws",client = boto3.client('iam'),list_roles(),YES,Serves 13 compliance requirements across 11 frameworks
iam_user_accesskey_unused,,101,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),"list_users(), get_access_key_last_used(), list_access_keys()",YES,Serves 101 compliance requirements across 27 frameworks
iam_user_administrator_access_policy,,13,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('iam'),"list_users(), list_attached_user_policies()",YES,Serves 13 compliance requirements across 3 frameworks
iam_user_console_access_unused,,95,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),get_credential_report(),YES,Serves 95 compliance requirements across 25 frameworks
iam_user_hardware_mfa_enabled,,17,"fedramp_low_revision_4_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, aws_audit_manager_control_tower_guardrails_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('iam'),"list_users(), list_mfa_devices(UserName=...)",YES,Serves 17 compliance requirements across 9 frameworks
iam_user_mfa_enabled_console_access,,166,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),list_mfa_devices(),YES,Serves 166 compliance requirements across 28 frameworks
iam_user_no_setup_initial_access_key,,11,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('iam'),"list_users(), get_login_profile(), list_access_keys()",YES,Serves 11 compliance requirements across 10 frameworks
iam_user_two_active_access_key,,11,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('iam'),get_credential_report(),YES,Serves 11 compliance requirements across 10 frameworks
iam_user_with_temporary_credentials,,4,"aws_foundational_technical_review_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cloudtrail'),lookup_events(),YES,Serves 4 compliance requirements across 3 frameworks
inspector2_active_findings_exist,,19,"kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws","client = boto3.client(""inspector2"")",list_findings(),YES,Serves 19 compliance requirements across 6 frameworks
inspector2_is_enabled,,20,"kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws","client = boto3.client(""inspector2"")",get_status(),YES,Serves 20 compliance requirements across 6 frameworks
kafka_cluster_encryption_at_rest_uses_cmk,,5,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kafka"")","list_clusters(), describe_cluster()",YES,Serves 5 compliance requirements across 3 frameworks
kafka_cluster_enhanced_monitoring_enabled,,5,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kafka"")","list_clusters(), describe_cluster()",YES,Serves 5 compliance requirements across 3 frameworks
kafka_cluster_in_transit_encryption_enabled,,12,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""kafka"")","list_clusters(), describe_cluster()",YES,Serves 12 compliance requirements across 6 frameworks
kafka_cluster_is_public,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kafka"")","list_clusters(), describe_cluster()",YES,Serves 2 compliance requirements across 2 frameworks
kafka_cluster_mutual_tls_authentication_enabled,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kafka"")",describe_cluster(),YES,Serves 6 compliance requirements across 2 frameworks
kafka_cluster_unrestricted_access_disabled,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","kafka = boto3.client(""kafka"")
  ec2 = boto3.client(""ec2"")","describe_cluster(), describe_security_groups()",YES,Serves 4 compliance requirements across 2 frameworks
kafka_cluster_uses_latest_version,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kafka"")","list_clusters(), describe_cluster(), list_kafka_versions()",YES,Serves 2 compliance requirements across 2 frameworks
kafka_connector_in_transit_encryption_enabled,,3,"soc2_aws, iso27001_2022_aws","client = boto3.client(""kafkaconnect"")","list_connectors(), describe_connector()",YES,Serves 3 compliance requirements across 2 frameworks
kinesis_stream_data_retention_period,,1,soc2_aws,"client = boto3.client(""kinesis"")",describe_stream_summary(),YES,Serves 1 compliance requirements across 1 frameworks
kinesis_stream_encrypted_at_rest,,3,"iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""kinesis"")",describe_stream_summary(),YES,Serves 3 compliance requirements across 2 frameworks
kms_cmk_are_used,,8,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kms"")","list_keys(), describe_key()",YES,Serves 8 compliance requirements across 4 frameworks
kms_cmk_not_deleted_unintentionally,,23,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""kms"")","list_keys(), describe_key()",YES,Serves 23 compliance requirements across 5 frameworks
kms_cmk_not_multi_region,,2,iso27001_2022_aws,"client = boto3.client(""kms"")","list_keys(), describe_key()",YES,Serves 2 compliance requirements across 1 frameworks
kms_cmk_rotation_enabled,,32,"cis_4.0_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('kms'),"list_keys(), describe_key(KeyId=...), get_key_rotation_status(KeyId=...)",YES,Serves 32 compliance requirements across 21 frameworks
kms_key_not_publicly_accessible,,7,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""kms"")","list_keys(), get_key_policy()",YES,Serves 7 compliance requirements across 5 frameworks
lightsail_database_public,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""lightsail"")",get_relational_databases(),YES,Serves 6 compliance requirements across 2 frameworks
lightsail_instance_automated_snapshots,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""lightsail"")",get_instance_snapshot_schedule(),YES,Serves 6 compliance requirements across 2 frameworks
lightsail_instance_public,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""lightsail"")","get_instances(), get_instance_port_states()",YES,Serves 6 compliance requirements across 2 frameworks
lightsail_static_ip_unused,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""lightsail"")",get_static_ips(),YES,Serves 4 compliance requirements across 2 frameworks
macie_automated_sensitive_data_discovery_enabled,,2,pci_4.0_aws,"client = boto3.client(""macie2"")",get_automated_discovery_configuration(),YES,Serves 2 compliance requirements across 1 frameworks
macie_is_enabled,,28,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, pci_4.0_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('macie2'),get_macie_session(),YES,Serves 28 compliance requirements across 12 frameworks
mq_broker_active_deployment_mode,,1,iso27001_2022_aws,"client = boto3.client(""mq"")","list_brokers(), describe_broker()",YES,Serves 1 compliance requirements across 1 frameworks
mq_broker_cluster_deployment_mode,,1,iso27001_2022_aws,"client = boto3.client(""mq"")","list_brokers(), describe_broker(BrokerId)",YES,Serves 1 compliance requirements across 1 frameworks
mq_broker_logging_enabled,,28,"soc2_aws, iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""mq"")","list_brokers(), describe_broker()",YES,Serves 28 compliance requirements across 3 frameworks
neptune_cluster_backup_enabled,,4,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 4 compliance requirements across 4 frameworks
neptune_cluster_copy_tags_to_snapshots,,4,"aws_foundational_security_best_practices_aws, soc2_aws, iso27001_2022_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 4 compliance requirements across 3 frameworks
neptune_cluster_deletion_protection,,7,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 7 compliance requirements across 3 frameworks
neptune_cluster_iam_authentication_enabled,,12,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('neptune'),describe_db_clusters(),YES,Serves 12 compliance requirements across 4 frameworks
neptune_cluster_integration_cloudwatch_logs,,15,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 15 compliance requirements across 3 frameworks
neptune_cluster_multi_az,,7,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 7 compliance requirements across 3 frameworks
neptune_cluster_public_snapshot,,11,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""rds"")","describe_db_snapshots(), describe_db_snapshot_attributes()",YES,Serves 11 compliance requirements across 4 frameworks
neptune_cluster_snapshot_encrypted,,5,"aws_foundational_security_best_practices_aws, soc2_aws, iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""rds"")",describe_db_snapshots(),YES,Serves 5 compliance requirements across 4 frameworks
neptune_cluster_storage_encrypted,,5,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""neptune"")",describe_db_clusters(),YES,Serves 5 compliance requirements across 4 frameworks
neptune_cluster_uses_public_subnet,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""neptune""), ec2_client = boto3.client(""ec2"")","describe_db_clusters(), describe_subnets() / describe_route_tables(",YES,Serves 4 compliance requirements across 2 frameworks
networkfirewall_deletion_protection,,3,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""networkfirewall"")",describe_firewall(),YES,Serves 3 compliance requirements across 3 frameworks
networkfirewall_in_all_vpc,,23,"kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws","client = boto3.client(""networkfirewall"")","list_firewalls(), describe_firewall(), describe_vpcs()",YES,Serves 23 compliance requirements across 5 frameworks
networkfirewall_logging_enabled,,15,"soc2_aws, iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""networkfirewall"")",describe_logging_configuration(),YES,Serves 15 compliance requirements across 3 frameworks
networkfirewall_multi_az,,1,iso27001_2022_aws,"client = boto3.client(""networkfirewall"")",describe_firewall(),YES,Serves 1 compliance requirements across 1 frameworks
networkfirewall_policy_default_action_fragmented_packets,,7,pci_4.0_aws,"client = boto3.client(""networkfirewall"")",describe_firewall_policy(),YES,Serves 7 compliance requirements across 1 frameworks
networkfirewall_policy_default_action_full_packets,,1,pci_4.0_aws,"client = boto3.client(""networkfirewall"")",describe_firewall_policy(),YES,Serves 1 compliance requirements across 1 frameworks
networkfirewall_policy_rule_group_associated,,14,"aws_foundational_security_best_practices_aws, pci_4.0_aws","client = boto3.client(""networkfirewall"")",describe_firewall_policy(),YES,Serves 14 compliance requirements across 2 frameworks
opensearch_service_domains_access_control_enabled,,15,"aws_foundational_security_best_practices_aws, pci_4.0_aws, pci_3.2.1_aws","client = boto3.client(""opensearch"")",describe_domain_config(),YES,Serves 15 compliance requirements across 3 frameworks
opensearch_service_domains_audit_logging_enabled,,17,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, aws_well_architected_framework_reliability_pillar_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, rbi_cyber_security_framework_aws, pci_4.0_aws","client = boto3.client(""opensearch"")",describe_domain_config(),YES,Serves 17 compliance requirements across 10 frameworks
opensearch_service_domains_cloudwatch_logging_enabled,,26,"aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_53_revision_5_aws, ffiec_aws, soc2_aws, iso27001_2022_aws, cisa_aws, aws_well_architected_framework_reliability_pillar_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, fedramp_moderate_revision_4_aws, rbi_cyber_security_framework_aws, pci_4.0_aws",client = boto3.client('es'),describe_elasticsearch_domain(),YES,Serves 26 compliance requirements across 16 frameworks
opensearch_service_domains_encryption_at_rest_enabled,,47,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws","client = boto3.client(""opensearch"")",describe_domain_config(),YES,Serves 47 compliance requirements across 21 frameworks
